ca_address_sk|ca_street_number|ca_street_name|ca_city|ca_state|ca_zip
22874|682|Willow |Kingston|LA|74975
22875|343|Main West|Crossroads|KY|40534
22876|838|9th Forest|Mount Olive|SC|28059
22877|201|6th Sycamore|Glendale|MS|53951
22878|336|Washington Hill|Saint John|AK|95392
22879|667|Fourth 3rd|Richardson|FL|37687
22880|160|Willow 11th|Enterprise|SC|21757
22881|552|Lake Park|Jackson|TX|79583
22882|21|Hill |Riverview|VA|29003
22883|843|2nd |Newport|AR|71521
22884|742|6th Ridge|Fowler|IL|61083
22885|462|Seventh Adams|Pleasant Hill|IL|63604
22886|579|10th |Marion|ME|00999
22887|995|7th Highland|New Hope|MI|49431
22888|166|Madison 9th|Antioch|MO|68605
22889|969|13th |Mount Pleasant|WV|22739
22890|52|Johnson 3rd|Bunker Hill|MO|60150
22891|244|Third |Farmington|GA|39145
22892|466|3rd |Fairfield|IL|66192
22893|28|West |Woodlawn|ND|54098
22894|229|2nd |Greenfield|KY|45038
22895|430|College |Deerfield|NC|29840
22896|741|Cedar Lake|Hopewell|NC|20587
22897|659|Lincoln Maple|Greenwood|CA|98828
22898|275|Fifth Fifth|Plainview|TN|33683
22899|932|Main Jackson|Rosewood|NE|62205
22900|674|River |Friendship|WY|84536
22901|719|Hill |Providence|IL|66614
22902|||Oak Grove||48370
22903|206|Mill 3rd|Shiloh|AR|79275
22904|754|Church Park|White Oak|MO|66668
22905|28|Jackson 2nd|Woodville|AL|34289
22906|784|Second View|Mountain View|MN|54466
22907|971|6th |Greenville|GA|31387
22908|123|Adams |Pine Grove|NY|14593
22909|28|Forest |Welcome|AR|76386
22910|766|Hickory |Amherst|GA|38119
22911|75|Second Cherry|Thompsonville|ND|59651
22912|482|Second College|Brownsville|VA|29310
22913|223|3rd |Montague|NC|24062
22914|548|14th 5th|Marion|WI|50399
22915|872|Park North|Woodland|AR|74854
22916|700||Guilford||54408
22917|984|Ridge Dogwood|Fowler|GA|31083
22918|885|Sixth |Martinsville|NE|60419
22919|869|Sixth |Union|ND|58721
22920|123|Park |Springfield|TN|39303
22921|158|9th 12th|Maple Grove|MO|68252
22922|673|Ash |Shady Grove|GA|32812
22923|||Brunswick|KS|
22924|351|Hill |Providence|MT|66614
22925|961|8th Ridge|Mountain View|NM|84466
22926|563|3rd |Edgewood|TX|70069
22927|427|Walnut |Midway|GA|31904
22928|447|North |Liberty|OH|43451
22929|872|Sixth |Shiloh|MI|49275
22930|855|Jackson |Marion|KS|60399
22931|798|Sycamore 4th|Farmington|WY|89145
22932|634|Hillcrest |Harmon|CA|95623
22933|586|Lake Willow|Woodland|MN|54854
22934|37|Main 15th|Riverside|NJ|09831
22935|231|Hillcrest Park|Cedar Grove|FL|30411
22936|235|Franklin 2nd|||62739
22937|277|View Walnut|Fairview|GA|35709
22938|997|Sixth |Green Acres|MT|67683
22939|477|5th Walnut|Lakeside|KS|69532
22940|433|Spruce 2nd|||44593
22941|304|Ridge Pine|Macedonia|SD|51087
22942|782|6th |Riverside|IA|59231
22943|765|Spring |Georgetown|CA|97057
22944|254|13th |Five Forks|NC|22293
22945|163|Cedar |Florence|TX|73394
22946|238|Sunset Valley|Wildwood|SC|26871
22947|545|Park |Newtown||
22948|750|15th |Midway|KY|41904
22949|533|11th East|Five Forks|IL|62293
22950|933|South |Maple Grove|WA|98252
22951|127|Pine Chestnut|Enterprise|ID|81757
22952|397|Highland |Bethel|NE|65281
22953|832|8th Meadow|Colfax|GA|32565
22954|705|Park Park|Oakland|OK|79843
22955|918|7th |Redland|IL|66343
22956|706|5th |Summit|AL|30499
22957|780|Hill 5th|Dunlap|OH|46497
22958|91|Hill |Newport|MN|51521
22959||||TN|35752
22960|151|6th |Lincoln|MT|61289
22961|364|Lake 5th|Guilford|SD|54408
22962|445|Walnut College|Pleasant Valley|KS|62477
22963|467|8th |Marion|AR|70399
22964|986|1st |Lincoln|OK|71289
22965|138|Elm Cherry|Oak Grove|WI|58370
22966|993|Oak 3rd|Pleasant Hill|SD|53604
22967|798|Seventh 5th|Shannon|AL|34120
22968|280|Washington Hill|Riverview|KY|49003
22969|385|Church View|Plainview|VA|23683
22970|605|Eigth |Star|IA|50725
22971|632|Lake Center|White Oak|NY|16668
22972|290|Meadow |Concord|VA|24107
22973|73|Cedar View|Sulphur Springs|OK|78354
22974|869|Second |Wilson|VA|26971
22975|556|Ridge |Brownsville|WV|29310
22976|929|Meadow |Hopewell|NY|10587
22977|818|4th |Sulphur Springs|IN|48354
22978|975|11th Johnson|Shiloh|NY|19275
22979|891|1st |Arlington|SD|56557
22980|94|View |Harmony|OH|45804
22981|198|1st |Union|MS|58721
22982|99|Main Mill|Newtown|MO|61749
22983|62|Lincoln Seventh|Ashland|FL|34244
22984|817|Forest Birch||IN|48222
22985|424|Woodland |Lakeside|IL|69532
22986|273|Chestnut |Pleasant Hill|FL|33604
22987|133|Spring |Mount Olive|IN|48059
22988|949|15th |Providence|CT|07214
22989|691|Hillcrest Spruce|Green Acres|FL|37683
22990|919|Valley 1st|Providence|WI|56614
22991|995|Meadow Park|New Hope|OR|99431
22992|934|Ash |Summit|IL|60499
22993|876|Park |Franklin|KY|49101
22994|43|Ash 5th|Union Hill|KY|47746
22995|327|Valley Hill|Greenville|PA|11387
22996|176|North Lincoln|Belmont||50191
22997|120|Center |Sunnyside|GA|31952
22998|495|Valley |Lakeside|AR|79532
22999|430|8th |Newport|OH|41521
23000|905|12th |Providence|IA|56614
23001|125|South |Centerville|ND|50059
23002|201|Maple Hickory|Union Hill|MI|47746
23003|732|1st Smith|Hopewell|MO|60587
23004|254|Spring Forest|Crossroads|SD|50534
23005|270|Third Elm|Newport|KS|61521
23006|783|Hillcrest |Mount Pleasant|KS|62739
23007|491|Laurel |Bethel|TX|75281
23008|481|9th Park|Mount Tabor|TX|77702
23009|785|5th Smith|Oak Grove|KY|48370
23010|469|Dogwood Franklin|Clinton|NE|68222
23011|959|14th Johnson|Lincoln|IN|41289
23012|662|12th Meadow|Brownsville|MD|29310
23013|772|Broadway Third|Oak Ridge|AR|78371
23014|71|East |Riverdale|MS|59391
23015|666|Maple |Pleasant Grove|AR|74136
23016|711|Ash |Sulphur Springs|WA|98354
23017|225|9th 10th|Unionville|MO|61711
23018|355|Sycamore |Bethel|MN|55281
23019|513|5th 4th|Buckingham|FL|34092
23020|520|Main 1st|Shady Grove|MI|42812
23021|622|Cherry Ash|Newport|VA|21521
23022|744|Hill Washington|Macedonia|IA|51087
23023|738|1st 3rd|Franklin|NV|89101
23024|564|Forest |Oak Ridge|NE|68371
23025|337|Pine |Glenwood|SC|23511
23026|807|9th Lincoln|Pine Grove|OK|74593
23027|754|Hillcrest Madison|New Hope|CO|89431
23028|159|Highland Cherry|Forestville|KS|63027
23029|541|7th |Antioch|MD|28605
23030|513|Franklin |Five Forks|TX|72293
23031|810|Lee |Clinton|OR|98222
23032|199|First |Hillcrest|NC|23003
23033|728|Jackson Sycamore|Riverdale|TX|79391
23034|566|4th 8th|Green Acres|LA|77683
23035|545|Ash Fourteenth|Glendale|TX|73951
23036|624|Ash River|Jackson|MT|69583
23037||Fourth North|||
23038|549|Park |Walnut Grove|MN|57752
23039|214|Green |Stringtown|MO|60162
23040|763|Main |Bunker Hill|KS|60150
23041|70|Center Madison|Marion|MS|50399
23042|967|3rd |Summit|IN|40499
23043|44|Washington |Louisville|LA|74464
23044|310|View Madison|Union City|KS|68087
23045|106|Chestnut First|Farmington|AL|39145
23046|815|Forest |||68883
23047|219|Elm |Freeport|WV|21844
23048|974|Smith |Pine Grove|MO|64593
23049|10|Ash Dogwood|Georgetown|ND|57057
23050|736|13th 8th|Wildwood|IA|56871
23051|437|Meadow |Crossroads|LA|70534
23052|133|Jackson Pine|Lone Pine|NJ|08041
23053|106|Hill |Jackson|IL|69583
23054|903||Marion|AR|70399
23055|333|Franklin |Lebanon|ID|82898
23056|459|Broadway Pine|Friendship|MI|44536
23057|608|11th Washington|Clifford|KY|48164
23058|654|2nd |Hamilton|MS|52808
23059|938|Hill 2nd|Cedar Grove|GA|30411
23060|287|Dogwood |Clifton|MN|58014
23061|432|6th |Five Points|MI|46098
23062|212|Washington |Mount Zion|AR|78054
23063|775|River |Mount Pleasant|VA|22739
23064|578|Wilson |Stringtown|GA|30162
23065|80|5th |Stringtown|NY|10162
23066|211|Oak |Lebanon|IN|42898
23067|301|Cedar |Summit|ID|80499
23068|87|Adams 11th|Maple Grove|OH|48252
23069|292|Center |Georgetown|VA|27057
23070|438|Oak |Oakwood|SC|20169
23071|885|3rd Elm|Farmington|SD|59145
23072|741|Fourth |Greenville|NM|81387
23073|554|3rd |Lakeview|KY|48579
23074|292|Broadway |Florence|TX|73394
23075|241|Lake |Bethel|AR|75281
23076|798|Wilson Sixth|Unionville|MI|41711
23077|235|Jefferson |Red Hill|GA|34338
23078|631|8th North|Fairview|WV|25709
23079|271|Walnut |New Hope|TX|79431
23080|983|5th |Valley View|GA|35124
23081|295|Park River|Clifton|LA|78014
23082|314|Chestnut |Clifton|KS|68014
23083|438|Broadway 1st|Pleasant Grove|CA|94136
23084|258|Green Meadow|Plainview|OH|43683
23085|378|Fourth |Oakland|TX|79843
23086|906|Ridge Church|Bethel|MO|65281
23087|636|Park Spring|Lakewood|VA|28877
23088|765|Lee |Ashland|IN|44244
23089|602|Fourth Cedar|Mount Zion|SC|28054
23090|594|10th Main|Kingston|AR|74975
23091|630||||
23092|486|Cherry |Jamestown|AR|76867
23093|878|Park Main|Yorktown|TX|70732
23094|162|Poplar |Midway|ID|81904
23095|350|Cherry |Greenfield|LA|75038
23096|53|Fourteenth |Pleasant Valley|MN|52477
23097|394|Birch Lake|Pleasant Hill|UT|83604
23098|896|7th Cherry|Bethel|OH|45281
23099|977|7th Laurel|Woodville|KY|44289
23100|430|Elm Williams|Mount Zion|IN|48054
23101|918|Meadow |Kingston|MN|54975
23102|532|Park 1st|Delmar|SD|53957
23103|358|Oak |Bunker Hill|VA|20150
23104|6|Fourteenth Maple|Pleasant Valley|KS|62477
23105|227|Lake |||
23106|31|Fifth |Cedar Grove|MO|60411
23107|490|Maple |Centerville|IA|50059
23108||3rd Ridge|Cedar Grove|WI|
23109|448|Lake 4th|Oak Hill|KS|67838
23110|143|River |Valley View|TX|75124
23111|862|Pine |Flatwoods|NV|84212
23112|232|1st |Springfield|MI|49303
23113|86|Church Lincoln|Lakewood|TX|78877
23114|774|North Miller|Riverview|TX|79003
23115|587|Miller |Summit|IL|60499
23116|893|Lake |Hartland|NY|16594
23117|966|Tenth |Tipton|TX|78773
23118|187|Williams |Spring Hill|OH|46787
23119|80|3rd Davis|Farmington|VA|29145
23120|68|Miller |Sulphur Springs|IA|58354
23121|199|View Park|Bridgeport|OR|95817
23122|668|Church |Prosperity|AL|39089
23123|290|||IA|56192
23124|538|9th Maple|Rosebud|TX|72244
23125|850|Maple Birch|Wildwood|TX|76871
23126|747|Main |Woodland|OK|74854
23127|147|Oak Wilson|Pomona|GA|34153
23128|917|Ridge 2nd|Greenwood|KY|48828
23129|543|Sycamore |Pine Grove|IA|54593
23130|971|Dogwood Hill|Plainview|VA|23683
23131|20|Cherry Maple|Pleasant Hill|IN|43604
23132|707|Mill |Tanglewood|VA|28994
23133|485|Fourteenth Lake|Maple Hill|SD|58095
23134|308|Washington Lee|Brookville|CA|93524
23135|689|Central |Florence|ND|53394
23136|222|Sycamore |Greenwood|VA|28828
23137|854|3rd |Mount Zion|CO|88054
23138|705|6th Park|Mount Pleasant|IN|42739
23139|984|Highland |Wildwood|MN|56871
23140|630|6th Church|Valley View|OK|75124
23141|135|Second Davis|Woodland|KY|44854
23142|764|Madison 3rd|Riverdale|WV|29391
23143|507|7th ||KY|48828
23144|493|Cedar |Andover|ND|51639
23145|830|Sixth |Farmington|TX|79145
23146|98|Park West|Crossroads|MS|50534
23147|902|Forest |Belmont|MO|60191
23148|7|Spring Meadow|Springdale|LA|78883
23149|590|Dogwood |Crossroads|TN|30534
23150|200|Central Forest|Waterloo|AK|91675
23151|189|14th |Wilson|MS|56971
23152|1000|Park |Spring Hill|NE|66787
23153|874|Jackson |Walnut Grove|CO|87752
23154|215|8th |Fairfield|TN|36192
23155|624|Sixth |Georgetown|TX|77057
23156|151|14th |Rocky Point|MT|61209
23157|39|Laurel |Mount Olive|IN|48059
23158|748|Cedar Williams|Shiloh|GA|39275
23159|615|4th |Riverside|NY|19231
23160|220|Ridge |Union|TX|78721
23161|488|3rd |Salem|NJ|08648
23162|668|Davis Seventh|White Oak|GA|36668
23163|483|Smith First|Five Forks|AL|32293
23164|286|Sunset |Riverview|IL|69003
23165|775|Ridge |Lakeside|NY|19532
23166|652|Oak |Lebanon|FL|32898
23167|730|View |Mount Vernon|WI|59127
23168|774|North |Jordan|VA|25391
23169|458|South Maple|Stringtown|GA|30162
23170|88|Elm First|Belmont|HI|90191
23171|87|12th Sunset|Pleasant Grove|PA|14136
23172|372|4th Washington|Maple Grove|MN|58252
23173|311|Williams |Riverview|AR|79003
23174|594|Seventh |Providence|TX|76614
23175|676|River Lake|Pleasant Valley|GA|32477
23176|2|Park |Deerfield|TX|79840
23177|912|Willow |Hamilton|AR|72808
23178|603|Fourth |Springfield|OK|79303
23179|39|9th |New Hope|IL|69431
23180|792|Williams |Florence|CO|83394
23181|705|4th |Riley|MN|51692
23182|853|College Sunset||VA|
23183|931|Smith First|Valley View|MI|45124
23184|504|14th Sunset|Edgewood|IN|40069
23185|759|11th |West End|AK|92210
23186|111|Park Green|Oak Ridge|LA|78371
23187|14|Poplar 5th|Summerville|KS|62033
23188|971|Williams 2nd|Kelly|NC|22738
23189|999|3rd |Georgetown|MD|27057
23190|35|Lake |Florence|KS|63394
23191||South |Buckingham||
23192|529|Third |Greenfield|PA|15038
23193|376|Main |Greenfield|GA|35038
23194|964|Sunset |Oakdale|SD|59584
23195|681|Williams Spring|Kingston|AR|74975
23196|150|4th |Concord|MI|44107
23197|107|Park Railroad|Five Forks|KS|62293
23198|323|Railroad |Clifton|NC|28014
23199|273|1st |Clyde|LA|78522
23200|268|5th Walnut|Wilson|AR|76971
23201|221|Lake Franklin|Mount Olive|MO|68059
23202|185|Pine Miller|Highland|ND|59454
23203|551|||IA|58877
23204|76|4th |Clifton|NE|68014
23205|486|North |Oak Ridge|MO|68371
23206|727|Second |Centerville|KS|60059
23207|258|Railroad |Enterprise|GA|31757
23208|234|Sunset |Jamestown|MO|66867
23209|454|2nd 3rd|Lebanon|IA|52898
23210|515|Williams |Salem|SD|58048
23211||||IL|
23212|53|Spring |Perkins|MO|61852
23213|103|Jackson |Fairfield|MO|66192
23214|345|Broadway |Riverview|MT|69003
23215|737|Dogwood Willow|White Oak|TX|76668
23216|83|Hill 2nd|Green Acres|OH|47683
23217|265|Jefferson Elevnth|Rankin|TX|72621
23218||Spruce Locust|||
23219||Madison Ridge|||86971
23220|262|6th |Sulphur Springs|TX|78354
23221|810|Lakeview |Jackson|OH|49583
23222|7|Ridge |Greenfield|IA|55038
23223|298|Oak West|Greenwood|TN|38828
23224|419|North |Mountain View|KY|44466
23225|412|Meadow |Deerfield|TN|39840
23226|556|Second Forest|Walnut Grove|MI|47752
23227|420|Third |Farmington|TX|79145
23228|441|Lee |||
23229|991|2nd Woodland|Union|TX|78721
23230|627|Valley Main|Five Forks|TX|72293
23231|828|Hickory |Lincoln|KY|41289
23232|41|Sycamore |Sulphur Springs|WA|98354
23233|639|11th 10th|Brownsville|TN|39310
23234|96|Elevnth |Calhoun|MD|26909
23235|795|Lake |Shiloh|WI|59275
23236|10|8th Sunset|Plainview|IA|53683
23237|152|Birch Hill|Summit|TN|30499
23238|689|Jefferson |Walnut Grove|IN|47752
23239|147|Ridge Green|Pine Grove|IN|44593
23240|491|Fifth Main|Pine Grove|KY|44593
23241|766|Hillcrest |Macedonia|IL|61087
23242|447|Highland Chestnut|Enterprise|IN|41757
23243|842|14th Third|Georgetown|GA|37057
23244|734|3rd |Riverdale|MO|69391
23245|387|2nd 6th|Hopewell|AL|30587
23246|676|Hill |Hardy|OH|45354
23247|830|Sunset |Mount Vernon|TN|39127
23248|719|Central Spring|Greenville|NM|81387
23249|672|Elm Pine|Greenfield|LA|75038
23250|237|Poplar |Bethel|KY|45281
23251|178|Green Hillcrest|Lakeside|WY|89532
23252|562|View Main|Hopewell|NE|60587
23253|672|Lee Park|Unionville|MN|51711
23254|495|Lincoln Valley|Belmont|OR|90191
23255|70|Seventh |Longwood|NM|87021
23256|22|Pine South|Unionville|TX|71711
23257|297|13th 4th|Floyd|PA|13235
23258|436|11th Dogwood|Five Points|IL|66098
23259|748|Hillcrest Meadow|Red Hill|MO|64338
23260|823|Poplar |Antioch|MD|28605
23261|773|Jackson |Edgewood|NH|00669
23262|342|Lake Laurel|Bethel|CO|85281
23263|833|Green |Five Forks|TX|72293
23264|749|Pine 13th|Amity|UT|80766
23265|7|Park 2nd|Franklin|WV|29101
23266|906|8th |Mount Vernon|IL|69127
23267|963|South Second|Wyoming|IL|60216
23268|428|Cedar |Ashland|VT|04844
23269|973|Elevnth |Midway|TN|31904
23270|533|Hill |Valley View|NY|15124
23271|388|Pine Lincoln|Plainview|NC|23683
23272|902|Elm |Forest Hills|KS|69237
23273|870|Mill |Webb|MA|01499
23274|198|Adams 6th|Jamestown|KY|46867
23275|835|Park Birch|Sunnyside|MD|21952
23276|328|Williams Poplar|Greenville|IA|51387
23277|253|Jackson |Mount Olive|CO|88059
23278|69|3rd |Shady Grove|MS|52812
23279|152|Cedar 11th|Greenfield|MS|55038
23280|428|Main College|Jackson|IA|59583
23281|33|2nd |Newtown|KY|41749
23282|363|Park Poplar|Salem|TX|78048
23283|883|13th |Mount Pleasant|TX|72739
23284|39|9th Woodland|Walnut Grove|TX|77752
23285|18|6th |Maple Grove|WY|88252
23286|509|Sycamore Maple|Summit|MN|50499
23287|99|Park |Jamestown|KS|66867
23288|52|Franklin |Liberty|IL|63451
23289|848|Smith Ridge|Glendale|NM|83951
23290|776|West |Pleasant Hill|OK|73604
23291|51|Washington |Centerville|GA|30059
23292|536|3rd |Jamestown|MO|66867
23293|474|Main 4th|Green Acres|MS|57683
23294|701|Jackson |Arlington|MN|56557
23295|558|Jackson |Newport|IN|41521
23296|836|Broadway Lincoln|Brookville|NE|63524
23297|597|Locust |Rosebud|TX|72244
23298|161|Cedar |Valley View|WV|25124
23299|594|Park 14th|Enterprise|GA|31757
23300|474|Cherry Williams|Greenwood|PA|18828
23301|920|5th |Georgetown|WY|87057
23302|294|Hickory |Edgewood|KS|60069
23303|156|Lee |Lawrenceville|KY|44462
23304|807|Hill |Union|TN|38721
23305|376|Cedar Lake|Glendale|VA|23951
23306|552|13th |Bethel|TX|75281
23307|648|Central |Highland|TX|79454
23308|663|Dogwood Church|Green Acres|FL|37683
23309|484|Washington Third|Greenfield|AR|75038
23310|300|Tenth 3rd|Edgewood|GA|30069
23311|444|Second Forest|Bethel|IL|65281
23312|714|Main |Five Points|MT|66098
23313|570|North 5th|Oakwood|IL|60169
23314|846|North Davis|Pleasant Valley|GA|32477
23315|914|Central |Bridgeport|MS|55817
23316|174|Center Park|Red Hill|CO|84338
23317|290|Pine Franklin|Freeport|AR|71844
23318|780|Seventh |Crossroads|NM|80534
23319|136|West Birch|Woodland Park|MI|41934
23320|||Kimball|AK|93595
23321|459|Spring |Deerfield|VA|29840
23322|603|Center |Sulphur Springs|CA|98354
23323|651|Third Elm|Hamilton|TX|72808
23324|683|Fifth Adams|Florence|KS|63394
23325|95|Railroad Valley|Providence|WA|96614
23326|45|Dogwood Oak|Newtown|CT|02349
23327|834|Cedar Jefferson|Newtown|GA|31749
23328|379|Davis Broadway|Spring Hill|TN|36787
23329|67|West Woodland|Mount Vernon|NM|89127
23330|633|3rd 8th|Hamilton|NC|22808
23331|472|8th |Plainview|KY|43683
23332|356|Central Spring|Kingston|MI|44975
23333|306|Valley |Newtown|MN|51749
23334|487|Hillcrest Fifth|Wolf Creek|FL|32455
23335|785|Third Maple|Salem|NY|18048
23336|459|2nd Hillcrest|Bunker Hill|ND|50150
23337|775|Ridge Lee|Shaw|MO|60618
23338|533|Spruce Washington|Springdale|VA|28883
23339|589|Willow Chestnut|Greenfield|NV|85038
23340|801|Hill 1st|Spring Hill|NC|26787
23341|200|Johnson |Tyler|ND|56853
23342|419|College |Forest Hills|TN|39237
23343|931|Lakeview Second|Union Hill|GA|37746
23344|118|Lincoln Maple|Deerfield|GA|39840
23345|973|Main North|Shiloh|MT|69275
23346|281|Laurel Fourth|Newtown|NY|11749
23347|503|6th |Riverside|ID|89231
23348|585|Cherry Park|Five Forks|MS|52293
23349|890|4th Maple|Woodville|TN|34289
23350|654|Railroad 2nd|Woodville|CA|94289
23351|994|||TX|71387
23352|613|Woodland Railroad|Stringtown|KY|40162
23353|473|Madison Sycamore|Sullivan|AL|30451
23354|239|||KS|
23355|868|Railroad First|Lakeview|FL|38579
23356|932|Jefferson Lake|Centerville|UT|80059
23357|550|8th |Moore|VA|24614
23358|824|Pine |Spring Valley|KY|46060
23359|700|Highland Willow|Greenville|MN|51387
23360|246|Madison Valley|Fairview|MI|45709
23361|477|Willow |Sunnyside|TX|71952
23362|266|Oak Oak|Mount Zion|KS|68054
23363|838|Ash Hickory|Five Points|CO|86098
23364|496|Cherry 14th|Woodlawn|IN|44098
23365|995|Cedar |Spring Hill|KS|66787
23366|533|2nd |Hillcrest|WI|53003
23367|578|1st |Wilson|MS|56971
23368|678|4th Franklin|Mount Pleasant|TX|72739
23369|340|Lake |Forest Hills|NC|29237
23370|590|Oak 14th|Highland|FL|39454
23371|852|Lee |Wilson|IA|56971
23372|176|Willow Pine|Oak Ridge|CO|88371
23373|5|2nd |Shady Grove|OR|92812
23374|92|5th |Hillcrest|IL|63003
23375|630|Adams |Five Points|KY|46098
23376|698|Jefferson 2nd|Frenchtown|GA|32629
23377|504|||NC|27057
23378|664|Central Sycamore|Springdale|MO|68883
23379|41|7th |Riverside|OK|79231
23380|867|Franklin |Sutton|MO|65413
23381|697|Johnson 8th|Friendship|CA|94536
23382|315|Lincoln 2nd|Antioch|AL|38605
23383|||||
23384|428|Washington |Mountain View|TN|34466
23385|526|Johnson Main|Glenwood|KS|63511
23386|467|River Main|Fairfield|MS|56192
23387|126|Laurel Washington|Woodlawn|NC|24098
23388|76|15th 13th|Hillcrest|VA|23003
23389|730|Green Center|Greenwood|OK|78828
23390|142|Pine Locust|Bridgeport|WV|25817
23391|295|Dogwood |Walnut Grove|AL|37752
23392|14|Washington Railroad|Ashland|TX|74244
23393|722|1st 3rd|Woodville|AR|74289
23394|751|Jackson Jefferson|Salem|LA|78048
23395|505|4th |Georgetown|CA|97057
23396|891|Lincoln 3rd|Pleasant Hill|TX|73604
23397|300|Johnson 8th|Springfield|IL|69303
23398|762|View Park|Shady Grove|UT|82812
23399|771|Oak Sycamore|Pleasant Grove|CO|84136
23400|327|Eigth |Wilson|OK|76971
23401|856|Lake |Pleasant Hill|IL|63604
23402|767|Cedar Elm|Centerville|KY|40059
23403|849|14th |Sulphur Springs|MO|68354
23404|617|Maple View|Indian Village|ND|51075
23405|208|Park |Newtown|MS|51749
23406|361|Davis Jackson|Springtown|NM|89858
23407|890|Birch |Woodland|NM|84854
23408|975|Lakeview |Mountain View|KS|64466
23409|438|Spring Fourth|Pleasant Valley|MT|62477
23410|860|Jefferson |Greenville|IL|61387
23411||Spruce ||KY|47057
23412|344|Johnson Pine|Wilson|MN|56971
23413|187|Dogwood West|Vienna|NE|65119
23414|709|Hickory |Kingston|MO|64975
23415|994|North 12th|Fairfield|KS|66192
23416|546|Railroad |Jamestown|IL|66867
23417|428||Greenwood||68828
23418|226|Elm Main|Valley View|TX|75124
23419|776|Meadow Church|Marion|WV|20399
23420|543|West 13th|Mountain View|PA|14466
23421|137|First |Lincoln|ID|81289
23422|61|6th Center|Shady Grove|AR|72812
23423|60|Hickory |Mount Vernon|AR|79127
23424|218|Valley Walnut|Antioch|NE|68605
